SAPNo,ShortText,Size,BasicMaterial,Manufacturer,PartNo,DrawingNo,KeyNoun,POTextNo,UnitOfMeasure,PO Text Header,,,,
72659,VALVE CTRL BRAUKMANN V110E112           ,"3/4""              ",COMML         ,HONEYWELL      ,V110E112                      ,                ,VALVE,5433,EA,HONEYWELL INCORPORATED,,,,
1147619,VALVE CTRL E-DISC FISH-C 8500-1051-40,"4"" ATC",STEEL,FISHER-C,8500-1051-40,,VALVE,14270,EA,"BUTTERFLY CONTROL VALVE PER DUPONT                                     
STANDARD SR123V",,,,
166958,VALVE CTRL FLOW MATHEWS 122976,"1/2""",NA,MATHEWS,122976,,VALVE,11126,EA,"MATHEWS CONVEYOR DIVISION, A DIVISION                                  
OF BABCOCK INDUSTRIES, INCORPORATED",,,,
1063353,VALVE CTRL HYD CVA-200 ENERGY-H 20038,"1/2""NPT",STEEL,ENERGY-H,20038,,VALVE,19990,EA,"ENERGY HYDRAULIC MFG.,INC.",,,,
220995,VALVE CTRL INK VIDEOJET SP355198,NA,NA,VIDEOJET,SP355198,,VALVE,17136,EA,VIDEOJET SYSTEMS INTERNATIONAL INC.,,,,
43787,VALVE CTRL MOD 40D CATERPIL 0987292,NA,NA,CATERPIL,987292,,VALVE,10510,EA,CATERPILLAR INCORPORATED,,,,
42956,VALVE CTRL TRACKMOBILE 95TM 1002210,NA,STEEL,MARMON,1002210,,VALVE,10006,EA,MARMON GROUP INCORPORATED,,,,
235143,VALVE CTRL VOLUME BRADLY-C S02-045,NA,NA,BRADLY-C,S02-045,,VALVE,15555,EA,BRADLEY CORPORATION,,,,
1246186,VALVE CTRL W/ACTUATOR CONT-EQU 6000235,"1""-150#",COMML,CONT-EQU,6000235,,VALVE,20964,EA,CONTROL EQUIPMENT CO.,,,,
1119940,VALVE CTRL W92U DURCO BUL490,"2"" ATO",COMML,DURIRON,BUL490,,VALVE,52198,EA,"BUTTERFLY CONTROL VALVE PER DUPONT                                     
STANDARD SR123V.  DURCO BUL490 2""                                      
(DUPONT W92U) MOUNTED W/AUTOMAX B125S7C                                
SPRING RETURN F/C 60 PSI ACTUATOR,                                     
BAILEY AV2321050 POSITIONER, SS LOCKOUT                                
BRACKET, MONEL TUBING AND SS FITTINGS.",,,,
1081055,VALVE RELIEF ACF-IND 6C254900,"1""",COMML,ACF-IND,6C254900,,VALVE,17742,EA,A. C. F. INDUSTRIES,,,,
1291649,VALVE RELIEF AERZENER 167374,DN125 SP750PSI,NA,AERZENER,167374,,VALVE,10176,EA,AERZENER MASCHINENFABRIK GMBH,,,,
341171,VALVE RELIEF AMER-VAC AW-1035,"2""MPT",BRASS,AMER-VAC,AW-1035,,VALVE,19681,EA,AMERICAN VACUUM COMPANY,,,,
1173573,VALVE RELIEF ANDR-G-C 03-1674-001,"1/2""FNPT SP341PSI",COMML,ANDR-G-C,03-1674-001,,VALVE,25254,EA,ANDERSON GREENWOOD AND CROSBY,,,,
1279634,VALVE RELIEF ANDR-G-C 81SS8A8A-8,"1""X1""SP50PSI",NA,ANDR-G-C,81SS8A8A-8,,VALVE,25254,EA,ANDERSON GREENWOOD AND CROSBY,,,,
1063706,VALVE RELIEF AGCO 54605P46/S1,"4""X6"" SP58PSI",STEEL,ANDRSN-G,54605P46/S1,,VALVE,10117,EA,ANDERSON GREENWOOD & COMPANY,,,,
1162158,VALVE RELIEF ANDRSN-G 81CS12A16A-F-L,"1-1/2""X2""SP150PSI",STEEL,ANDRSN-G,81CS12A16A-F-L,,VALVE,10117,EA,ANDERSON GREENWOOD & COMPANY,,,,
354614,VALVE RELIEF AGCO 81PB68-4,"3/4""X1"" 75PSI",IRON,ANDRSN-G,81PB68-4,,VALVE,10117,EA,ANDERSON GREENWOOD & COMPANY,,,,
1264583,VALVE RELIEF ANDRSN-G 81PSM68-4-L,"3/4""X1""SP150PSI",SS316,ANDRSN-G,81PSM68-4-L,,VALVE,10117,EA,ANDERSON GREENWOOD & COMPANY,,,,
1264592,VALVE RELIEF ANDRSN-G 81S1F46-4L,"1/2""X3/4""SP3000PSI",STEEL,ANDRSN-G,81S1F46-4L,,VALVE,10117,EA,ANDERSON GREENWOOD & COMPANY,,,,
1203101,VALVE RELIEF ANDRSN-G 81PBF88-4         ,"1""X1""             ",BRASS         ,ANDRSN-G       ,81PBF88-4                     ,                ,VALVE,10117,EA,ANDERSON GREENWOOD & COMPANY,,,,
95880,VALVE RELIEF BAKER-P 229-0023,NA,COMML,APV-BAKER,229-0023,,VALVE,11814,EA,"APV BAKER                                                              
(an Invensys company)",,,,
1065207,VALVE RELIEF ARMSG-EN 32302-10,NA,COMML,ARMSG-EN,32302-10,,VALVE,10375,EA,"ARMSTRONG ENGINEERING ASSOCIATES, INC.",,,,
1086451,VALVE RELIEF ATLAS-CP 0830-1006-34      ,NA                ,COMML         ,ATLAS-CP       ,0830-1006-34                  ,                ,VALVE,5033,EA,ATLAS-COPCO INDUSTRIAL COMPRESSOR INC.,,,,
261178,VALVE RELIEF RILEY-ST 8YF-762,NA,NA,BAB-BORS,8YF-762,8YF-762,VALVE,10947,EA,"BABCOCK BORSIG POWER, INCORPORATED",,,,
172170,VALVE RELIEF BALEMSTR HCB00012,NA,NA,BALEMSTR,HCB00012,,VALVE,17008,EA,BALEMASTER DIV.,,,,
1245654,VALVE RELIEF BALER-EQ VLV0006004,700-2800PSI,COMML,BALER-EQ,VLV0006004,,VALVE,10494,EA,BALER EQUIPMENT COMPANY,,,,
156077,VALVE RELIEF BAUER-CO 010255,NA,NA,BAUER-CO,10255,,VALVE,9384,EA,"BAUER COMPRESSORS, INCORPORATED",,,,
156076,VALVE RELIEF BAUER-CO 58138,NA,NA,BAUER-CO,58138,,VALVE,9384,EA,"BAUER COMPRESSORS, INCORPORATED",,,,
156070,VALVE RELIEF BAUER-CO 010253            ,"1/4""              ",BRASS         ,BAUER-CO       ,10253,                ,VALVE,9384,EA,"BAUER COMPRESSORS, INCORPORATED",,,,
367067,VALVE RELIEF BELL-GOS 110129,"1""FPT 30LB",COMML,BELL-GOS,110129,,VALVE,11477,EA,BELL & GOSSETT ITT,,,,
157091,VALVE RELIEF BELL-GOS 1050              ,"1-1/4"" 50PSI      ",STEEL         ,BELL-GOS       ,1050,                ,VALVE,11477,EA,BELL & GOSSETT ITT,,,,
1073138,VALVE RELIEF BELOIT 3048-2504,"1""",COMML,BELOIT,3048-2504,,VALVE,24850,EA,BELOIT CORP.,,,,
325325,VALVE RELIEF BERLYN 13-A-182-1,NA,COMML,BERLYN,13-A-182-1,,VALVE,20153,EA,"BERLYN CORP.,THE",,,,
104776,VALVE RELIEF BINKS 83-2429,SP80PSI,NA,BINKS,83-2429,,VALVE,5086,EA,BINKS MANUFACTURING COMPANY,,,,
1072561,VALVE RELIEF BLACKMER 455129,NA,COMML,BLACKMER,455129,,VALVE,10774,EA,"BLACKMER PUMP, A DOVER RESOURCES COMPANY",,,,
1244733,VALVE RELIEF BOSCH-R 9-810-161-043,NA,COMML,BOSCH-R,9-810-161-043,,VALVE,5085,EA,ROBERT BOSCH GMBH,,,,
1298120,VALVE RELIEF BROADY-FL 11489,"1/2""NPT SP50PSI",SS316,BROADY-FL,11489,,VALVE,27891,EA,BROADY FLOW CONTROL.,,,,
1173321,VALVE RELIEF BRUSELAS 408EC,"2"" SP150PSI",BRASS,BRUSELAS,408EC,,VALVE,26824,EA,BRUSELAS,,,,
1160418,VALVE RELIEF BURN-PRE G98-0293-201/250,"2""SP250PSI",SS304,BURN-PRE,G98-0293-201/250,,VALVE,23309,EA,"BURNS PRESSURE SYSTEMS, INC (BPS)",,,,
327075,VALVE RELIEF BUSS-I 837062,NA,COMML,BUSS-I,837062,,VALVE,11205,EA,"BUSS (AMERICA), INCORPORATED",,,,
1005250,VALVE RELIEF CARRIER EB51HH-201,33PSI,COMML,CARRIER,EB51HH-201,,VALVE,9251,EA,CARRIER CORPORATION,,,,
1060718,VALVE RELIEF CASH-AW FVMX5C13324,"3/4"" SP125PSI",BRASS,CASH-AW,FVMX5C13324,,VALVE,10389,EA,A. W. CASH VALVE MANUFACTURING COMPANY,,,,
1080216,"VALVE RELIEF CASH-AW NCLX-5LX 150 3/4""","3/4""-150#",BRASS,CASH-AW,NCLX-5LX,,VALVE,10389,EA,A. W. CASH VALVE MANUFACTURING COMPANY,,,,
1203451,VALVE RELIEF CASH-AW NCLX-8 SERIES 4    ,"3/4""              ",BRASS         ,CASH-AW        ,NCLX-8 SERIES 4               ,                ,VALVE,10389,EA,A. W. CASH VALVE MANUFACTURING COMPANY,,,,
1112220,VALVE RELIEF CASHCO 830-0119,"2""X2"" 50-80PSI",COMML,CASHCO,830-0119,,VALVE,9175,EA,"CASHCO, INCORPORATED",,,,
1182657,"VALVE RELIEF CASTEL 3030/66C 3/4"" 30BAR","3/4""NPT SP 30BAR",COMML,CASTEL,3030/66C,,VALVE,27207,EA,CASTEL S.R.L.,,,,
1282400,VALVE RELIEF CIRCLE-S 5120T1-2MP-250,"1/4""MPTX1/4""FPT",NA,CIRCLE-S,5120T1-2MP-250,,VALVE,15415,EA,"CIRCLE SEAL CONTROLS, INCORPORATED",,,,
1143162,VALVE RELIEF CIRCLE-S 5159T-2MPL-625,"1/4""",SS303,CIRCLE-S,5159T-2MPL-625,,VALVE,15415,EA,"CIRCLE SEAL CONTROLS, INCORPORATED",,,,
54648,VALVE RELIEF CLA-VAL 50B-4KG-1 100PSI,"6"" 125LB SP100PSI",IRON-BC,CLA-VAL,50B-4KG-1,,VALVE,10910,EA,CLA-VAL COMPANY,,,,
1082824,VALVE RELIEF CLAY-IND UH22198,"1-1/2""",COMML,CLAY-IND,UH22198,,VALVE,19657,EA,CLAYTON INDUSTRIES,,,,
112375,VALVE RELIEF COMPAC-C CP2001-B-0-E-B,NA,NA,COMPAC-C,CP2001-B-0-E-B,065884-01,VALVE,10146,EA,COMPACT CONTROLS INCORPORATED,,,,
254581,VALVE RELIEF CONBRACO 13-214-08,"1-1/2""X2""X15PSI",BRASS,CONBRACO,13-214-08,,VALVE,10357,EA,"CONBRACO INDUSTRIES, INCORPORATED",,,,
1087354,VALVE RELIEF CONBRACO 19KEEL50,"1""NPT SP50PSI",BRONZE,CONBRACO,19KEEL50,,VALVE,10357,EA,"CONBRACO INDUSTRIES, INCORPORATED",,,,
1163159,VALVE RELIEF CONBRACO 511DCBKKAA0100,"1/2""X1""SP100PSI",BRASS,CONBRACO,511DCBKKAA0100,,VALVE,10357,EA,"CONBRACO INDUSTRIES, INCORPORATED",,,,
156995,VALVE RELIEF CONBRACO 19-601-21         ,"1-1/2""X1-1/2""     ",BRASS         ,CONBRACO       ,19-601-21                     ,                ,VALVE,10357,EA,"CONBRACO INDUSTRIES, INCORPORATED",,,,
1162738,VALVE RELIEF CONBRACO 511EDBKKAA0100    ,"3/4""X1-1/4""SP100# ",BRASS         ,CONBRACO       ,511EDBKKAA0100                ,                ,VALVE,10357,EA,"CONBRACO INDUSTRIES, INCORPORATED",,,,
1134640,VALVE RELIEF CONS-BRA 1543F-XMYI,"1""X1-1/4""SP75PSI",BRONZE,CONS-BRA,1543F-XMYI,,VALVE,20706,EA,CONSOLIDATED BRASS CO.,,,,
1245935,VALVE RELIEF CONT-HYD P05MSV-RP-300-GA-A,NA,ALUMINUM,CONT-HYD,P05MSV-RP-300-GA-A,,VALVE,18231,EA,CONTINENTAL HYDRAULICS,,,,
1064627,VALVE RELIEF CONTR-DE SA-25-200,"1/4"" 200PSI",BRASS,CONTR-DE,SA-25-200,,VALVE,20681,EA,"CONTROL DEVICES,INC.",,,,
1223876,VALVE RELIEF COOPER-E 1-104225-002,NA,COMML,COOPER-E,1-104225-002,,VALVE,15969,EA,COOPER ENERGY SERVICES,,,,
141765,VALVE RELIEF JOY 00543100,"1/2"" 140PSI",NA,COOPER-IN,543100,,VALVE,7768,EA,"COOPER INDUSTRIES INCORPORATED (SEE                                    
COUNTRY DIRECTORY FOR LOCAL SUBSIDIARY)",,,,
1045549,VALVE RELIEF COOPER-PW 2-01V-136-011/012,NA,COMML,COOPER-PW,2-01V-136-011/012,JM-10-21,VALVE,11638,EA,COOPER POWER SYSTEMS,,,,
1133805,VALVE RELIEF CORKEN 1290/1291/1292/1293,NA,COMML,CORKEN,1290/1291/1292/1293,,VALVE,10842,EA,CORKEN INTERNATIONAL COMPANY,,,,
1107505,VALVE RELIEF CRALL 70328-77,NA,COMML,CRALL-PR,70328-77,,VALVE,20719,EA,"CRALL PRODUCTS,INC.",,,,
1034953,VALVE RELIEF CHEMPUMP AD532B-2M-17-AN6,NA,COMML,CRANE-CH,AD532B-2M-17-AN6,,VALVE,18017,EA,CRANE CHEMPUMP,,,,
256858,VALVE RELIEF CROSBY-V 1.5G2.5JOS-15-C,"1-1/2""X2-1/2""SP135",NA,CROSBY-V,1.5G2.5JOS-15-C,,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
256848,VALVE RELIEF CROSBY-V 1D2JOS-26-A,"1""X2""SP135PSIG",NA,CROSBY-V,1D2JOS-26-A,,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
220455,VALVE RELIEF CROSBY-V 2J3JOS-15-S-J,"2""X3""15PSI",SS316,CROSBY-V,2J3JOS-15-S-J,,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
1146974,VALVE RELIEF CROSBY-V 41557M9,"1-1/2""SP450PSI",MONEL,CROSBY-V,41557M9,1F-4,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
1054535,VALVE RELIEF CROSBY-V 951110MA SP400PSI,"1/2""X1""SP400PSI",COMML,CROSBY-V,951110MA,,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
1054533,VALVE RELIEF CROSBY-V 951200MD,"1/2""X1""SP50PSI",COMML,CROSBY-V,951200MD,,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
1186680,VALVE RELIEF CROSBY-V 9721131A SP180PSI,"1""X1-1/2""SP180PSI",COMML,CROSBY-V,9721131A,,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
1203822,VALVE RELIEF CROSBY-V JOS-E-15-C SP35PSI,"1-1/2""X3""         ",STEEL         ,CROSBY-V       ,JOS-E-15-C                    ,                ,VALVE,11785,EA,CROSBY VALVE & GAGE COMPANY,,,,
348496,VALVE RELIEF FARRIS 27CA13-M20,"1/2""X1""",COMML,CURT-WGT,27CA13-M20,,VALVE,15981,EA,CURTISS WRIGHT CORP.,,,,
1182156,VALVE RELIEF CUST-EQU BB0839,NA,COMML,CUST-EQU,BB0839,,VALVE,11212,EA,CUSTOM EQUIPMENT DESIGN INCORPORATED,,,,
1246850,VALVE RELIEF CYRUS 804-300,"3/4""X1""SP300PSI",SS304,CYRUS,804-300,,VALVE,9534,EA,CYRUS SHANK COMPANY,,,,
1141591,VALVE RELIEF DANFOSS 3048-2104,NA,COMML,DANFOSS,3048-2104,,VALVE,8807,EA,DANFOSS INC.,,,,
1019027,VALVE RELIEF DELTA-P 85005017,12GPM,COMML,DELTA-P,85005017,,VALVE,10647,EA,DELTA POWER HYDRAULIC COMPANY,,,,
164216,VALVE RELIEF DELTECH 7DE335EM,NA,NA,DELTECH,7DE335EM,,VALVE,5246,EA,DELTECH ENGINEERING INCORPORATED,,,,
201171,VALVE RELIEF DENI-HYD ZDV-P01-5-S0-D1,NA,NA,DENI-HYD,ZDV-P01-5-S0-D1,,VALVE,11308,EA,DENISON HYDRAULICS INCORPORATED,,,,
201253,VALVE RELIEF DENLEY-ENG HSL-1146,NA,NA,DENLEY-ENG,HSL-1146,,VALVE,17628,EA,DENLEY ENGINEERING COMPANY,,,,
77649,VALVE RELIEF DEVILBIS T1A540,"1/4""NPT",COMML,DEVILBIS,T1A540,,VALVE,5205,EA,DEVILBISS COMPANY,,,,
1280070,VALVE RELIEF DOUBLE-A BT-06-3M-L-13M-L-1,NA,NA,DOUBLE-A,BT-06-3M-L-13M-L-1,,VALVE,16020,EA,DOUBLE A PRODUCTS CO.,,,,
6950,"VALVE RELIEF DREADNOUGHT 503 2""BST H    ","2""BST H DR        ",BRASS         ,DREADNOUGH     ,FIG 503                       ,                ,VALVE,9324,EA,DREADNOUGHT,,,,
307407,VALVE RELIEF TERRY E3724-1,NA,COMML,DRES-ENERG,E3724-1,,VALVE,16979,EA,DRESSER-RAND ENERGY SYSTEMS,,,,
18667,VALVE RELIEF DRES-RAND W81992-011,NA,NA,DRES-RAND,W81992-011,,VALVE,9558,EA,DRESSER-RAND COMPANY,,,,
1197093,VALVE RELIEF DRESSER119126LCF2CC340505GS,"1""X1""XSP125 PSI",STEEL,DRESSER,119126LCF2CC340505GS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
342444,VALVE RELIEF DRESSER 1541E-BR,"1""X1"" SP50PSI",BRONZE,DRESSER,1541E-BR,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1101201,VALVE RELIEF DRESSER 1811JA-22 SP400PSI,"1-1/2""X2-1/2""",STEEL,DRESSER,1811JA-22,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291564,VALVE RELIEF DRESSER 1905-00GC-3-S3-MS-3,"1-1/2""X3""SP40PSI",SS316,DRESSER,1905-00GC-3-S3-MS-31-RF-LA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1106721,VALVE RELIEF DRESSER 1905-00HC-1-CC-DA-,"1-1/2""X3""SP150PSI",COMML,DRESSER,1905-00HC-1-CC-DA-31-RF-LA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1095658,VALVE RELIEF DRESSER 1905-30L,"3""X4"" SP58PSI",COMML,DRESSER,1905-30L,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32602,VALVE RELIEF DRESSER 1905DC-2-XLS1,"1""X2""SP70PSI",STEEL,DRESSER,1905DC-2-XLS1,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32669,VALVE RELIEF DRESSER 1905DC-2-XML73,"1""X2""SP90PSI",STEEL,DRESSER,1905DC-2-XML73,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291552,VALVE RELIEF DRESSER 1905ET-1-CC-IX-MS-3,"1""X2""SP100PSI",NA,DRESSER,1905ET-1-CC-IX-MS-33-RF-SS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
61391,VALVE RELIEF DRESSER 1905GC-1,"1.5""X2.5""SP150PSI",NA,DRESSER,1905GC-1,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
56972,VALVE RELIEF DRESSER 1905JC-2-XDA1,"2""X3""SP160PSI",STEEL,DRESSER,1905JC-2-XDA1,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
155076,VALVE RELIEF DRESSER 1905N-TD,"4""X6""SP150PSI",NA,DRESSER,1905N-TD,W1129924,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
72587,VALVE RELIEF DRESSER 1906-30-E-C/MI,"1""X2""SP225PSI",STEEL,DRESSER,1906-30-E-C/MI,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291962,VALVE RELIEF DRESSER 1906HC-1,"1-1/2""X3""SP200PSI",STEEL,DRESSER,1906HC-1,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1111315,VALVE RELIEF DRESSER 1906MC,"4""X6""SP175PSI",STEEL-CAST,DRESSER,1906MC,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291925,VALVE RELIEF DRESSER 19096L-1-S4-DA-33-M,"3/4""X1""SP150PSI",SS316,DRESSER,19096L-1-S4-DA-33-MT-FT-LA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1169179,VALVE RELIEF CONS-VLV 19096LC0-1-CC-DA-,"1/2""X1""SP150PSI",COMML,DRESSER,19096LC0-1-CC-DA-31-05-05-LA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1199714,VALVE RELIEF CONS-VLV 19096LC0-1-CC-DA-3,"3/4""MNPTX1""SP75PSI",STEEL,DRESSER,19096LC0-1-CC-DA-31-MT-PT-LA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291550,VALVE RELIEF DRESSER 19096LC-1-S-33-LA,"1""X1""SP125PSI",NA,DRESSER,19096LC-1-S-33-LA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291923,VALVE RELIEF DRESSER 19096LC-1-S4-DA-31,"3/4""X1""SP150PSI",SS316,DRESSER,19096LC-1-S4-DA-31-MT-FT-L,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1178079,VALVE RELIEF CONS-VLV 19096LCF-2-CC-MS-,"3/4""X1""SP150PSI",STEEL,DRESSER,19096LCF-2-CC-MS-34-10-05-SS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291555,VALVE RELIEF DRESSER 1910-00KT-CC-MS-34-,"3""X4""SP340PSI",STEEL,DRESSER,1910-00KT-CC-MS-34-RF-SS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1060779,VALVE RELIEF DRESSER 191030PC2TD,"4""X6"" SP435PSI",COMML,DRESSER,191030PC2TD,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291922,VALVE RELIEF DRESSER 19110LCD2S3DA31MTFT,"1""X1""SP150PSI",SS316,DRESSER,19110LCD2S3DA31MTFTLA,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291926,VALVE RELIEF DRESSER 19357LC-1-CC-MS-33-,"1-1/2""X2""SP25PSI",SS316,DRESSER,19357LC-1-CC-MS-33-FT-FT,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1178082,VALVE RELIEF CONS-VLV 1982C-1-CC-31-SC-,"1/2""X3/4""SP235PSI",STEEL,DRESSER,1982C-1-CC-31-SC-SC-LS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1057906,VALVE RELIEF DRESSER 1990C-1-05-05,"1/2""140-169PSI",COMML,DRESSER,1990C-1-05-05,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1294451,VALVE RELIEF DRESSER 1990C-1-DA-31,"3/4""X1""SP150PSI",CARBON,DRESSER,1990C-1-DA-31,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32675,VALVE RELIEF DRESSER 1990C-1-XLS5,"1/2""X1""",SS316,DRESSER,1990C-1-XLS5,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32576,VALVE RELIEF DRESSER 1990C-1-XMC679,"3/4""X1""SP30PSI",NA,DRESSER,1990C-1-XMC679,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1166680,VALVE RELIEF CONS-VLV 1996C-1-CC-MS-34-,"1""X1-1/2""SP150PSI",COMML,DRESSER,1996C-1-CC-MS-34-SC-SC-LS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1291932,VALVE RELIEF DRESSER 1996C-1-LS 100PSI,"1""X1-1/2""SP100PSI",STEEL,DRESSER,1996C-1-LS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32569,VALVE RELIEF DRESSER 1998C-2-XFA1,"2""X2.5""SP75PSI",NA,DRESSER,1998C-2-XFA1,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1235144,VALVE RELIEF DRESSER 2478G-XDA1,"1-1/2""NPT SP80PSI",COMML,DRESSER,2478G-XDA1,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32673,VALVE RELIEF DRESSER 3990-XLS,"1/2""X1""SP150PSI",SS316,DRESSER,3990-XLS,,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
211247,VALVE RELIEF DRESSER 1541-G-XMY-1       ,"1-1/2""X1-1/2""     ",BRASS         ,DRESSER        ,1541-G-XMY-1                  ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
165195,VALVE RELIEF DRESSER 1543-H             ,"1-1/2""X2""SP70PSI  ",BRONZE        ,DRESSER        ,1543-H                        ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203466,VALVE RELIEF DRESSER 1811LB-0-6X1-22    ,"2.5""X4""           ",STEEL         ,DRESSER        ,1811LB-0-6X1-22               ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1201716,VALVE RELIEF DRESSER 1905-00JC-2-CC-DA-3,"2""X3""SP14PSI      ",COMML         ,DRESSER        ,1905-00JC-2-CC-DA-33-RF-GS-LP ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203853,VALVE RELIEF CONS-VLV 1905-00-M-C-1     ,"4""X6""SP65PSI      ",STEEL         ,DRESSER        ,1905-00-M-C-1                 ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
236730,VALVE RELIEF DRESSER 1905-30LC          ,"3""X4""SP15PSI      ",STEEL         ,DRESSER        ,1905-30LC                     ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
32668,VALVE RELIEF DRESSER 1905FC             ,"1.5""X2""SP25PSI    ",STEEL         ,DRESSER        ,1905FC                        ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203641,VALVE RELIEF DRESSER 1905JC             ,"2""X3""85PSI        ",COMML         ,DRESSER        ,1905JC                        ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203643,VALVE RELIEF DRESSER 1905JC-LS          ,"2""X3""SP60PSI      ",COMML         ,DRESSER        ,1905JC-LS                     ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
236734,VALVE RELIEF DRESSER 1906P/P2           ,"4""X6""SP132PSI     ",STEEL         ,DRESSER        ,1906P/P2                      ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203629,VALVE RELIEF DRESSER 1910-GC            ,"1.5""X2.5""SP300PSI ",COMML         ,DRESSER        ,1910-GC                       ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203632,VALVE RELIEF DRESSER 1910HT-1-TD-RJ     ,"2""X3""SP135PSI     ",COMML         ,DRESSER        ,1910HT-1-TD-RJ                ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203635,VALVE RELIEF DRESSER 1914GC CONSOL      ,"1.5""X2""SP900PSI   ",COMML         ,DRESSER        ,1914GC                        ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203640,VALVE RELIEF DRESSER 1982C-1-34         ,"3/4""X1""SP85PSI    ",COMML         ,DRESSER        ,1982C-1-34                    ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203649,VALVE RELIEF DRESSER 1990C-1-LS         ,"1/2""X3/4""SP200PSI ",COMML         ,DRESSER        ,1990C-1-LS                    ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203648,VALVE RELIEF DRESSER 1990C-1-XDA        ,"1/2""X3/4""SP100PSI ",COMML         ,DRESSER        ,1990C-1-XDA                   ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1203646,VALVE RELIEF DRESSER 1990C-1-XDA1       ,"1/2""X3/4""SP200PSI ",COMML         ,DRESSER        ,1990C-1-XDA1                  ,                ,VALVE,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
